username,timestamp,ip,country,city,device,browser,success,is_attack,attack_type
alice.johnson,2026-05-02T18:07:01,192.168.1.191,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-02T12:15:14,192.168.1.37,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-02T09:43:47,192.168.1.230,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-03T16:05:37,192.168.1.110,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-03T08:01:05,192.168.1.57,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-04T11:32:38,192.168.1.8,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-04T16:12:45,192.168.1.168,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-04T16:26:14,192.168.1.116,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-05T17:17:51,192.168.1.224,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-05T08:48:51,192.168.1.42,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-06T14:21:17,192.168.1.41,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-06T06:48:00,185.220.101.88,RU,Moscow,Windows,Chrome,False,True,credential_stuffing
alice.johnson,2026-05-06T14:21:17,192.168.1.41,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-07T09:05:24,192.168.1.26,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-07T13:54:22,192.168.1.156,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-07T12:51:02,192.168.1.188,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-07T15:34:07,192.168.1.251,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-07T14:05:35,192.168.1.77,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-08T18:39:56,192.168.1.222,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-08T13:36:12,192.168.1.182,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-08T09:02:42,192.168.1.60,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-09T09:05:00,192.168.1.61,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:05:42,192.168.1.27,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:05:54,192.168.1.73,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:06:27,192.168.1.164,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:07:44,192.168.1.95,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:06:40,192.168.1.96,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:07:36,192.168.1.55,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:09:12,192.168.1.70,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:09:56,192.168.1.241,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:10:24,192.168.1.167,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:07:50,192.168.1.157,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:11:25,192.168.1.45,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:11:24,192.168.1.188,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:09:46,192.168.1.43,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:11:46,192.168.1.99,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:10:45,192.168.1.238,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:14:20,192.168.1.178,US,New York,Windows,Chrome,True,True,brute_force
alice.johnson,2026-05-09T09:14:04,192.168.1.58,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:15:48,192.168.1.85,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:17:59,192.168.1.198,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T09:17:59,192.168.1.198,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-09T08:14:52,192.168.1.10,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-09T13:25:17,192.168.1.18,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-10T11:58:36,192.168.1.226,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-10T13:13:41,192.168.1.129,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-10T14:56:58,192.168.1.166,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-11T04:16:00,192.168.1.65,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-11T04:16:38,192.168.1.145,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-11T04:17:04,192.168.1.69,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-11T04:17:54,192.168.1.151,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-11T04:17:52,192.168.1.231,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-11T04:18:45,192.168.1.104,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-11T04:18:36,192.168.1.58,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-11T04:18:13,192.168.1.132,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-11T04:20:00,192.168.1.25,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-11T04:21:51,192.168.1.14,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-11T04:23:00,192.168.1.30,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-11T04:19:29,192.168.1.162,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-11T04:20:00,192.168.1.204,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-11T04:23:48,192.168.1.110,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-11T04:23:56,192.168.1.18,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-11T04:23:56,192.168.1.18,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-11T14:24:38,192.168.1.121,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-12T16:16:35,192.168.1.222,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-12T08:43:46,192.168.1.31,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-12T18:56:34,192.168.1.194,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-12T12:49:41,192.168.1.89,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-13T09:18:27,192.168.1.42,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-13T15:00:46,192.168.1.226,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-13T12:32:48,192.168.1.47,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-14T16:58:06,192.168.1.224,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-14T18:19:53,192.168.1.165,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-14T19:12:00,192.168.1.97,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-14T19:12:39,192.168.1.43,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-14T19:13:04,192.168.1.246,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-14T19:13:57,192.168.1.238,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-14T19:14:04,192.168.1.237,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-14T19:13:15,192.168.1.155,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-14T19:14:30,192.168.1.127,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-14T19:13:45,192.168.1.30,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-14T19:17:52,192.168.1.94,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-14T19:18:27,192.168.1.254,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-14T19:18:50,192.168.1.208,US,New York,Windows,Chrome,True,True,brute_force
alice.johnson,2026-05-14T19:16:24,192.168.1.63,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-14T19:15:12,192.168.1.63,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-14T19:21:19,192.168.1.147,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-14T19:22:30,192.168.1.22,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-14T19:16:15,192.168.1.189,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-14T19:16:15,192.168.1.189,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-15T15:52:04,192.168.1.252,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-15T16:49:08,192.168.1.34,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-15T18:30:35,192.168.1.44,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-15T12:33:55,192.168.1.157,US,New York,Windows,Chrome,False,False,
alice.johnson,2026-05-15T14:13:59,192.168.1.140,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-16T11:45:19,192.168.1.104,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-16T18:41:23,192.168.1.114,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-17T16:28:07,192.168.1.65,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-17T11:04:21,192.168.1.7,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-17T17:35:14,192.168.1.152,US,New York,Windows,Chrome,False,False,
alice.johnson,2026-05-18T11:00:04,192.168.1.183,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-18T18:03:14,192.168.1.19,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-19T08:55:21,192.168.1.20,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-19T16:15:17,192.168.1.173,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-19T15:13:34,192.168.1.35,US,New York,Windows,Chrome,False,False,
alice.johnson,2026-05-20T17:36:30,192.168.1.64,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-21T15:51:26,192.168.1.50,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-21T09:06:42,192.168.1.112,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-21T13:27:26,192.168.1.121,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-21T08:43:41,192.168.1.253,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-22T18:06:03,192.168.1.105,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-22T13:51:55,192.168.1.29,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-22T11:12:12,192.168.1.139,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-22T15:08:27,192.168.1.48,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-23T12:29:15,192.168.1.225,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-24T09:28:51,192.168.1.222,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-24T03:03:00,192.168.1.140,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-24T03:03:41,192.168.1.5,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-24T03:03:34,192.168.1.239,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-24T03:04:57,192.168.1.219,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-24T03:04:28,192.168.1.44,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-24T03:05:20,192.168.1.126,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-24T03:06:00,192.168.1.56,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-24T03:07:54,192.168.1.104,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-24T03:08:44,192.168.1.17,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-24T03:06:00,192.168.1.99,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-24T03:05:30,192.168.1.254,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-24T03:07:57,192.168.1.69,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-24T03:11:48,192.168.1.202,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-24T03:11:40,192.168.1.118,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-24T03:08:36,192.168.1.110,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-24T03:12:15,192.168.1.247,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-24T03:12:15,192.168.1.247,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-05-25T16:42:45,192.168.1.126,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-25T10:12:18,192.168.1.57,US,New York,Windows,Chrome,False,False,
alice.johnson,2026-05-25T08:37:47,192.168.1.140,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-26T08:47:20,192.168.1.16,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-27T08:37:30,192.168.1.130,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-27T16:10:03,192.168.1.247,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-27T16:05:54,192.168.1.49,US,New York,Windows,Chrome,False,False,
alice.johnson,2026-05-27T09:38:04,192.168.1.174,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-27T11:25:07,192.168.1.243,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-28T17:15:37,192.168.1.154,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-28T08:39:05,192.168.1.109,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-29T18:37:36,192.168.1.135,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-29T13:59:16,192.168.1.54,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-30T18:45:20,192.168.1.63,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-31T12:25:08,192.168.1.173,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-31T18:19:29,192.168.1.82,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-31T09:00:29,192.168.1.161,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-31T17:06:04,192.168.1.139,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-05-31T11:32:16,192.168.1.35,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-01T02:56:00,192.168.1.96,US,New York,Windows,Chrome,True,True,brute_force
alice.johnson,2026-06-01T02:56:24,192.168.1.42,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-01T02:56:58,192.168.1.215,US,New York,Windows,Chrome,True,True,brute_force
alice.johnson,2026-06-01T02:57:36,192.168.1.182,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-01T02:57:36,192.168.1.158,US,New York,Windows,Chrome,False,True,brute_force
